CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek
1486,54,Male,Enterprise,3012,59,6,UPI,3,17
1487,43,Female,Premium,3447,45,4,Debit Card,4,27
1488,40,Male,Premium,2792,27,0,Credit Card,8,3
1489,26,Male,Basic,1690,52,13,Credit Card,2,29
1490,29,Female,Basic,1424,18,1,Credit Card,4,2
1491,18,Male,Basic,2787,16,12,Credit Card,3,29
1492,18,Male,Basic,3264,66,8,UPI,7,49
1493,64,Male,Premium,1032,5,7,Credit Card,2,36
1494,51,Male,Enterprise,4892,3,7,UPI,1,34
1495,49,Female,Premium,2640,70,9,Credit Card,10,37
1496,65,Female,Premium,4995,7,0,Credit Card,1,42
1497,42,Female,Basic,1846,50,5,Net Banking,6,1
1498,57,Female,Basic,640,14,14,Net Banking,3,26
1499,62,Female,Basic,1729,38,14,Credit Card,7,1
1500,18,Female,Premium,3165,47,8,UPI,8,4
1501,33,Female,Enterprise,2567,33,14,Credit Card,5,39
1502,56,Female,Premium,3486,43,7,Net Banking,5,14
1503,22,Female,Basic,4863,29,2,Credit Card,2,46
1504,39,Female,Basic,4531,57,3,Net Banking,8,18
1505,46,Male,Premium,1504,5,14,Credit Card,10,34
1506,20,Female,Basic,3234,60,2,Debit Card,1,1
1507,29,Male,Premium,3888,70,5,Credit Card,10,22
1508,43,Male,Premium,4173,2,13,UPI,9,16
1509,33,Male,Premium,1385,70,8,Net Banking,1,22
1510,68,Male,Basic,3462,43,14,Debit Card,1,16
1511,54,Female,Basic,2307,4,7,Net Banking,1,28
1512,39,Male,Basic,2040,56,14,Net Banking,7,28
1513,46,Female,Basic,4520,59,14,UPI,4,22
1514,31,Female,Basic,2947,9,12,Credit Card,7,6
1515,45,Male,Premium,4877,3,9,UPI,5,25
1516,22,Female,Premium,4464,48,3,Credit Card,7,42
1517,64,Male,Basic,3333,43,14,Debit Card,10,2
1518,66,Male,Basic,3620,1,1,UPI,7,7
1519,47,Female,Basic,1665,57,12,UPI,4,17
1520,63,Female,Basic,4309,53,7,Net Banking,2,35
1521,69,Male,Premium,2411,16,7,UPI,8,20
1522,22,Female,Basic,3004,51,13,Credit Card,2,44
1523,29,Female,Basic,1743,55,11,UPI,9,2
1524,33,Female,Basic,1889,1,10,UPI,5,7
1525,43,Male,Enterprise,1771,28,5,Debit Card,9,32
1526,43,Male,Premium,4741,53,13,Credit Card,9,49
1527,65,Female,Basic,3479,58,7,Net Banking,8,19
1528,38,Female,Premium,3741,60,8,Credit Card,8,12
1529,56,Female,Premium,3223,59,12,Debit Card,4,9
1530,53,Female,Enterprise,1018,22,0,Credit Card,4,27
1531,50,Female,Basic,4721,8,8,Credit Card,2,14
1532,47,Male,Enterprise,1324,49,1,UPI,4,2
1533,54,Female,Enterprise,1329,42,13,UPI,4,21
1534,40,Male,Enterprise,1902,27,12,Credit Card,6,4
1535,27,Female,Premium,2201,39,0,Credit Card,3,21
1536,22,Male,Premium,4078,25,7,Net Banking,2,48
1537,53,Female,Basic,4572,38,7,Debit Card,8,22
1538,51,Male,Premium,2006,24,10,UPI,2,49
1539,69,Female,Premium,3147,24,3,UPI,8,2
1540,48,Male,Premium,3409,60,7,UPI,7,17
1541,27,Male,Basic,2352,50,6,UPI,3,19
1542,36,Male,Premium,4841,66,12,Credit Card,6,40
1543,49,Male,Premium,4405,14,1,Credit Card,6,24
1544,18,Male,Basic,744,53,4,Net Banking,10,20
1545,22,Male,Premium,2601,32,13,UPI,5,38
1546,62,Female,Premium,2564,48,9,UPI,8,12
1547,21,Male,Premium,1489,39,3,Credit Card,5,25
1548,33,Female,Basic,3965,40,2,Net Banking,7,23
1549,41,Female,Basic,2075,42,0,Credit Card,6,34
1550,33,Female,Enterprise,4628,8,4,UPI,7,32
1551,19,Female,Basic,4887,26,9,UPI,9,24
1552,66,Female,Premium,982,12,7,Debit Card,3,42
1553,45,Male,Basic,739,43,11,Debit Card,10,25
1554,49,Male,Premium,2982,51,8,Debit Card,7,3
1555,44,Male,Basic,2868,63,6,Net Banking,10,25
1556,37,Female,Premium,4914,49,11,Credit Card,3,28
1557,41,Male,Basic,4137,27,10,UPI,2,12
1558,29,Male,Basic,3156,9,0,UPI,7,26
1559,67,Male,Basic,3922,39,0,Net Banking,4,48
1560,52,Male,Basic,4067,65,14,UPI,1,44
1561,50,Male,Enterprise,2033,71,0,UPI,6,8
1562,50,Female,Enterprise,2346,71,1,Credit Card,6,5
1563,68,Male,Basic,2370,7,0,Debit Card,6,11
1564,60,Female,Premium,3591,67,3,Debit Card,2,42
1565,54,Female,Basic,1816,10,9,Net Banking,1,35
1566,29,Female,Premium,4817,71,8,Debit Card,3,27
1567,20,Female,Premium,1116,53,11,Debit Card,2,41
1568,18,Female,Enterprise,2956,57,3,Net Banking,6,44
1569,50,Male,Basic,2136,27,12,Net Banking,6,38
1570,57,Male,Premium,4242,54,3,Debit Card,5,19
1571,27,Male,Basic,3291,4,6,Credit Card,10,48
1572,60,Female,Enterprise,4855,23,13,Net Banking,10,32
1573,61,Male,Basic,1168,48,10,UPI,5,46
1574,46,Male,Premium,3564,42,8,Net Banking,9,28
1575,30,Female,Premium,3403,3,6,UPI,5,36
1576,29,Female,Premium,1089,3,0,Net Banking,10,18
1577,48,Female,Basic,992,28,0,Net Banking,6,10
1578,63,Female,Enterprise,3658,63,3,Debit Card,4,32
1579,19,Male,Basic,1181,31,3,Debit Card,10,18
1580,68,Female,Premium,3731,10,0,Debit Card,1,12
1581,67,Female,Basic,3729,49,5,Credit Card,4,8
1582,52,Male,Basic,1001,21,9,Debit Card,2,33
1583,40,Male,Premium,242,53,1,Debit Card,10,46
1584,34,Female,Basic,3549,54,10,Net Banking,3,38
1585,43,Male,Basic,1977,57,4,Net Banking,7,14
1586,25,Female,Basic,3401,20,7,Credit Card,7,2
1587,46,Female,Basic,549,49,14,UPI,1,9
1588,43,Male,Premium,1767,7,2,Net Banking,8,44
1589,27,Male,Enterprise,1329,29,8,Net Banking,7,5
1590,43,Female,Basic,3159,48,6,UPI,1,34
1591,51,Female,Basic,3987,13,8,Credit Card,8,19
1592,68,Female,Basic,1980,3,0,Net Banking,2,7
1593,58,Male,Basic,783,2,4,Debit Card,8,39
1594,24,Female,Premium,4727,16,11,Credit Card,3,42
1595,21,Female,Premium,3577,6,12,UPI,10,17
1596,67,Female,Basic,3601,45,2,UPI,7,26
1597,62,Female,Basic,3385,71,3,Debit Card,6,46
1598,28,Female,Basic,2394,5,3,Debit Card,5,27
1599,46,Male,Premium,1362,56,10,Debit Card,10,43
1600,53,Female,Enterprise,498,71,11,Credit Card,2,28
1601,42,Female,Basic,3547,32,6,UPI,2,20
1602,38,Female,Basic,2139,49,9,Debit Card,1,6
1603,53,Female,Enterprise,988,13,10,Debit Card,9,8
1604,27,Male,Enterprise,3089,30,7,UPI,8,32
1605,54,Male,Basic,1577,25,10,Net Banking,8,19
1606,26,Male,Basic,2149,60,9,Credit Card,1,32
1607,41,Female,Basic,3472,59,4,Net Banking,5,19
1608,52,Female,Premium,1077,28,12,Debit Card,6,24
1609,66,Male,Basic,3942,58,12,Credit Card,2,24
1610,52,Male,Basic,1777,20,11,Net Banking,10,17
1611,65,Male,Premium,3339,34,9,UPI,5,18
1612,53,Female,Basic,2692,5,6,Debit Card,6,12
1613,35,Female,Premium,2955,60,2,Credit Card,9,41
1614,66,Male,Basic,2103,43,2,Credit Card,10,23
1615,56,Male,Basic,1582,57,2,Credit Card,1,48
1616,49,Male,Premium,4440,57,11,Credit Card,10,18
1617,41,Female,Basic,2522,54,3,Debit Card,3,16
1618,40,Female,Enterprise,2756,45,5,Debit Card,9,16
1619,49,Female,Premium,2061,37,14,UPI,1,36
1620,54,Male,Basic,2066,48,4,UPI,1,23
1621,29,Male,Premium,4247,54,7,UPI,1,22
1622,66,Female,Basic,3375,48,13,Net Banking,7,39
1623,30,Male,Enterprise,1298,6,13,UPI,5,33
1624,40,Female,Basic,1934,34,11,Debit Card,6,24
1625,42,Male,Premium,4863,63,12,Net Banking,8,20
1626,52,Male,Basic,3616,48,4,Debit Card,2,33
1627,58,Male,Basic,4826,23,10,Net Banking,2,31
1628,47,Male,Premium,880,13,11,UPI,3,40
1629,34,Female,Premium,2270,47,4,UPI,3,8
1630,66,Male,Basic,1929,44,13,UPI,3,10
1631,37,Female,Basic,2391,32,9,Net Banking,4,1
1632,65,Female,Premium,867,26,1,Debit Card,3,21
1633,42,Female,Enterprise,1812,53,11,Credit Card,2,25
1634,39,Male,Basic,880,14,10,Debit Card,9,32
1635,30,Female,Basic,1172,52,10,UPI,6,46
1636,36,Female,Basic,3046,36,4,Net Banking,3,46
1637,66,Female,Enterprise,2332,8,14,Net Banking,9,10
1638,53,Male,Basic,2663,40,11,UPI,4,48
1639,29,Male,Basic,2729,22,6,Net Banking,4,9
1640,58,Female,Premium,2703,16,1,UPI,8,20
1641,36,Male,Basic,4592,60,13,Debit Card,7,48
1642,29,Female,Basic,3383,60,12,Net Banking,7,20
1643,26,Female,Basic,4233,10,5,Credit Card,10,40
1644,24,Male,Basic,3367,25,6,Net Banking,7,7
1645,45,Female,Basic,3197,31,4,UPI,10,11
1646,31,Male,Premium,3427,21,8,Credit Card,5,21
1647,48,Male,Basic,2352,33,13,UPI,7,38
1648,69,Female,Premium,1928,31,3,Net Banking,4,47
1649,36,Male,Premium,2224,21,13,Credit Card,8,19
1650,64,Male,Premium,529,36,13,Credit Card,9,46
1651,33,Female,Basic,2686,65,12,Net Banking,3,15
1652,22,Female,Basic,1355,4,9,Credit Card,7,6
1653,52,Male,Basic,2090,68,14,Debit Card,10,10
1654,29,Male,Basic,4677,4,0,Credit Card,9,46
1655,42,Female,Basic,2385,9,13,Credit Card,1,16
1656,69,Male,Premium,2517,30,7,Debit Card,2,45
1657,38,Male,Basic,3821,45,14,UPI,7,11
1658,53,Male,Basic,4691,4,7,UPI,2,35
1659,40,Male,Basic,2711,69,6,Debit Card,7,8
1660,33,Male,Premium,649,23,7,Credit Card,1,28
1661,56,Male,Basic,1554,16,1,Net Banking,3,3
1662,62,Male,Premium,1493,22,2,Debit Card,5,2
1663,59,Female,Basic,2665,48,8,Net Banking,6,14
1664,56,Female,Enterprise,3302,62,0,UPI,9,29
1665,31,Female,Enterprise,2049,60,7,Debit Card,9,47
1666,48,Female,Basic,3375,5,7,Net Banking,3,3
1667,22,Female,Basic,4481,7,6,Credit Card,8,1
1668,52,Male,Basic,3399,51,12,Debit Card,4,15
1669,40,Male,Basic,1433,65,13,Net Banking,7,20
1670,46,Male,Premium,1637,9,10,Debit Card,6,22
1671,60,Male,Premium,3552,45,4,Debit Card,8,34
1672,28,Female,Premium,4230,47,3,UPI,6,33
1673,35,Male,Premium,452,67,9,UPI,4,9
1674,64,Male,Basic,218,24,9,Credit Card,2,3
1675,29,Female,Basic,2959,10,12,UPI,7,2
1676,26,Male,Premium,422,48,14,UPI,4,4
1677,27,Male,Basic,202,35,9,UPI,9,16
1678,61,Female,Premium,1459,54,13,Net Banking,9,33
1679,34,Male,Basic,4523,71,9,Debit Card,7,9
1680,55,Male,Basic,4794,16,5,UPI,5,40
1681,24,Male,Enterprise,2768,53,11,Net Banking,3,38
1682,63,Male,Basic,2085,40,10,Debit Card,3,18
1683,30,Male,Enterprise,1499,20,0,UPI,9,16
1684,57,Female,Enterprise,2538,69,12,UPI,9,8
1685,59,Female,Premium,1276,45,4,Debit Card,4,23
1686,26,Female,Premium,3958,6,13,Net Banking,1,36
1687,67,Female,Premium,3381,69,3,Net Banking,10,3
1688,44,Female,Enterprise,1147,49,3,Credit Card,5,15
1689,19,Female,Basic,3938,39,6,Debit Card,8,38
1690,22,Male,Basic,2931,2,8,Credit Card,10,33
1691,46,Female,Premium,4207,39,7,Net Banking,4,18
1692,54,Female,Basic,1069,21,10,UPI,10,23
1693,55,Male,Basic,293,40,12,Credit Card,10,43
1694,36,Male,Basic,3187,54,13,Net Banking,4,3
1695,25,Female,Premium,4855,12,11,Net Banking,9,30
1696,65,Male,Enterprise,1975,37,7,UPI,9,45
1697,62,Female,Basic,2460,38,4,Debit Card,7,17
1698,18,Male,Enterprise,635,15,5,Net Banking,10,32
1699,39,Female,Premium,4500,7,1,Credit Card,8,46
1700,69,Male,Premium,3344,50,12,UPI,4,7
1701,34,Male,Premium,3787,65,10,Debit Card,8,39
1702,24,Female,Premium,276,67,13,Debit Card,6,14
1703,42,Female,Basic,1015,44,2,Debit Card,3,15
1704,62,Female,Premium,967,31,4,Net Banking,7,44
1705,21,Female,Basic,3885,43,1,Debit Card,3,12
1706,53,Female,Enterprise,305,48,2,Net Banking,7,8
1707,23,Male,Enterprise,4116,61,3,UPI,5,16
1708,48,Female,Basic,3073,10,5,UPI,4,41
1709,36,Female,Basic,3546,29,4,Debit Card,3,34
1710,61,Male,Premium,3348,48,9,UPI,8,46
1711,56,Male,Basic,3348,62,3,Credit Card,4,24
1712,44,Female,Enterprise,1665,13,12,Credit Card,8,29
1713,27,Male,Basic,2787,44,14,Net Banking,10,16
1714,43,Male,Basic,444,47,1,Debit Card,3,5
1715,36,Female,Enterprise,2825,64,11,Net Banking,10,5
1716,56,Male,Premium,4049,53,10,UPI,9,30
1717,20,Male,Premium,1605,44,4,Debit Card,6,5
1718,62,Female,Basic,1181,28,4,Net Banking,5,43
1719,30,Female,Premium,4008,2,10,Debit Card,5,13
1720,67,Male,Premium,341,57,6,Debit Card,3,35
1721,45,Male,Premium,1092,57,0,Net Banking,2,49
1722,37,Female,Premium,2599,34,3,Debit Card,6,25
1723,45,Male,Premium,4840,58,10,UPI,1,14
1724,25,Male,Basic,3160,52,4,Credit Card,7,44
1725,58,Male,Basic,2399,29,7,Credit Card,5,46
1726,56,Female,Premium,1669,35,11,Debit Card,4,26
1727,18,Male,Basic,2900,48,14,Credit Card,9,18
1728,20,Male,Premium,3205,33,11,Debit Card,10,20
1729,30,Female,Basic,3574,9,7,Net Banking,1,34
1730,45,Male,Premium,4919,48,0,UPI,4,7
1731,66,Male,Premium,855,67,4,Credit Card,3,47
1732,42,Female,Basic,2968,36,9,Net Banking,6,10
1733,50,Female,Basic,242,71,0,UPI,5,15
1734,55,Female,Basic,2511,44,0,Credit Card,7,17
1735,23,Female,Premium,1860,60,1,Credit Card,1,11
1736,61,Male,Premium,4891,63,1,UPI,5,34
1737,62,Male,Basic,2424,5,14,Net Banking,2,27
1738,49,Female,Premium,2310,40,14,Net Banking,2,21
1739,62,Female,Basic,1157,19,8,Credit Card,2,31
1740,64,Male,Basic,760,47,3,UPI,9,4
1741,38,Female,Enterprise,1530,65,2,Net Banking,10,41
1742,33,Male,Basic,1512,67,10,UPI,3,49
1743,38,Female,Basic,2021,18,0,UPI,4,17
1744,28,Male,Basic,3202,50,11,Credit Card,5,49
1745,54,Female,Basic,3603,30,1,UPI,4,48
1746,53,Female,Basic,2851,66,5,UPI,4,20
1747,52,Male,Basic,2014,5,8,Debit Card,5,25
1748,36,Female,Premium,1941,42,4,UPI,10,40
1749,37,Male,Basic,4901,5,3,Net Banking,9,23
1750,35,Male,Premium,4008,50,12,Credit Card,9,15
1751,64,Male,Basic,3077,58,4,Credit Card,6,33
1752,58,Male,Basic,3470,8,8,UPI,3,19
1753,66,Male,Premium,4283,31,11,UPI,6,15
1754,31,Female,Enterprise,945,12,12,Net Banking,10,41
1755,32,Female,Basic,757,21,6,Debit Card,4,5
1756,48,Male,Enterprise,3501,62,7,Credit Card,3,16
1757,18,Female,Premium,1141,33,14,Debit Card,6,45
1758,20,Male,Premium,4223,26,3,Net Banking,6,48
1759,33,Female,Premium,2496,40,10,Credit Card,2,32
1760,40,Female,Basic,1139,65,7,Net Banking,9,22
1761,28,Female,Basic,1810,59,5,UPI,8,43
1762,29,Female,Premium,1925,15,4,Net Banking,6,32
1763,27,Male,Basic,1184,1,12,UPI,1,13
1764,49,Male,Enterprise,1787,11,11,Debit Card,2,38
1765,33,Female,Basic,4221,55,6,Credit Card,4,26
1766,25,Female,Basic,1536,2,5,Credit Card,7,17
1767,55,Male,Premium,3337,65,2,Debit Card,9,5
1768,29,Female,Basic,861,44,4,UPI,10,49
1769,41,Male,Premium,232,16,8,Credit Card,5,33
1770,45,Male,Premium,3614,22,6,Net Banking,10,27
1771,25,Male,Enterprise,1356,18,11,UPI,2,5
1772,45,Female,Premium,3326,47,3,Credit Card,1,37
1773,53,Male,Premium,260,30,6,Net Banking,10,7
1774,43,Female,Premium,4128,10,4,Net Banking,1,48
1775,25,Male,Enterprise,1743,58,10,Credit Card,5,18
1776,67,Female,Basic,471,62,12,Debit Card,7,31
1777,45,Female,Basic,4276,6,14,Debit Card,9,6
1778,45,Female,Basic,3588,67,1,Credit Card,9,2
1779,54,Male,Basic,2952,41,12,Net Banking,8,13
1780,58,Male,Premium,2909,43,5,Debit Card,1,42
1781,53,Female,Premium,1354,18,6,Debit Card,5,11
1782,44,Female,Premium,4605,58,7,Debit Card,6,26
1783,34,Female,Basic,4053,60,5,UPI,6,21
1784,26,Male,Premium,1945,27,7,Debit Card,4,2
1785,50,Male,Basic,3632,68,6,Credit Card,1,40
1786,37,Male,Premium,537,22,1,Credit Card,3,20
1787,30,Male,Premium,209,24,13,UPI,10,17
1788,45,Female,Basic,4344,40,5,UPI,4,16
1789,65,Female,Basic,930,66,8,Credit Card,4,42
1790,46,Male,Basic,1848,40,11,UPI,4,5
1791,30,Male,Premium,4428,6,5,Debit Card,5,14
1792,63,Female,Enterprise,3854,18,3,Net Banking,9,24
1793,52,Male,Premium,2330,30,6,Net Banking,4,4
1794,23,Male,Basic,4671,21,2,Net Banking,9,48
1795,35,Male,Basic,2596,62,4,Credit Card,9,24
1796,68,Male,Premium,4566,10,0,UPI,1,47
1797,22,Male,Premium,1706,13,14,Net Banking,5,9
1798,64,Male,Basic,2358,9,9,Debit Card,9,3
1799,42,Female,Basic,3116,68,2,Debit Card,4,9
1800,19,Male,Premium,4371,39,7,Debit Card,5,18
1801,27,Male,Basic,3429,24,8,UPI,4,36
1802,47,Female,Basic,3803,34,8,Net Banking,2,19
1803,67,Female,Basic,1866,61,14,Debit Card,10,24
1804,62,Female,Premium,4624,41,9,UPI,2,4
1805,22,Male,Enterprise,4336,5,1,Debit Card,2,9
1806,50,Female,Enterprise,3169,50,3,Net Banking,1,33
1807,18,Male,Premium,2889,4,4,Net Banking,3,1
1808,35,Male,Premium,2526,51,14,Net Banking,10,35
1809,49,Male,Basic,3010,52,2,Net Banking,1,10
1810,64,Female,Premium,2716,39,12,Net Banking,4,12
1811,66,Female,Basic,3671,8,10,Debit Card,1,18
1812,28,Female,Premium,212,45,0,Net Banking,4,14
1813,38,Female,Basic,3170,28,5,Debit Card,3,10
1814,43,Female,Basic,3821,27,13,Net Banking,9,10
1815,42,Male,Basic,3883,65,14,Debit Card,1,18
1816,39,Male,Basic,3673,34,9,Net Banking,8,24
1817,44,Male,Basic,3322,62,1,Debit Card,9,1
1818,66,Male,Basic,3664,62,8,Net Banking,7,30
1819,30,Female,Enterprise,852,38,0,UPI,1,15
1820,50,Female,Basic,820,26,10,Debit Card,4,8
1821,51,Male,Premium,3990,24,8,UPI,10,35
1822,58,Female,Enterprise,1845,39,6,Debit Card,1,18
1823,52,Female,Enterprise,2443,21,10,Debit Card,4,41
1824,18,Male,Premium,4712,47,12,Debit Card,3,16
1825,38,Male,Premium,4959,48,9,Credit Card,2,21
1826,65,Female,Basic,3691,13,1,Net Banking,1,15
1827,23,Female,Basic,3911,3,13,UPI,6,5
1828,45,Male,Basic,3888,32,5,UPI,7,45
1829,34,Male,Premium,1579,35,7,Debit Card,6,7
1830,22,Male,Premium,4443,19,14,UPI,9,48
1831,48,Female,Basic,2245,14,1,UPI,9,7
1832,22,Male,Basic,3248,48,14,UPI,2,27
1833,55,Male,Premium,1588,68,4,UPI,2,25
1834,20,Female,Basic,601,45,12,Credit Card,9,22
1835,40,Female,Premium,2853,19,11,Debit Card,1,48
1836,54,Female,Premium,4524,64,10,UPI,5,13
1837,54,Female,Premium,4123,66,5,Credit Card,1,17
1838,27,Female,Premium,467,66,2,Credit Card,7,41
1839,27,Male,Enterprise,4421,45,13,Debit Card,9,44
1840,36,Male,Basic,1925,67,11,Net Banking,6,13
1841,34,Female,Premium,1312,69,1,Net Banking,2,26
1842,38,Female,Premium,2875,3,14,Net Banking,6,9
1843,31,Female,Basic,4984,38,10,UPI,9,5
1844,26,Female,Basic,1480,42,5,Debit Card,3,39
1845,63,Female,Basic,1432,40,2,Net Banking,9,33
1846,18,Male,Basic,4576,50,1,UPI,8,4
1847,68,Male,Premium,4738,35,14,Debit Card,7,28
1848,62,Male,Premium,2063,24,0,UPI,8,26
1849,30,Male,Basic,4684,17,13,Net Banking,10,4
1850,21,Female,Basic,816,40,7,Net Banking,6,16
1851,18,Male,Enterprise,346,66,0,Credit Card,3,37
1852,66,Female,Basic,4816,44,11,Credit Card,7,22
1853,57,Female,Basic,4925,23,14,Debit Card,4,36
1854,49,Female,Premium,3877,6,4,UPI,10,38
1855,51,Male,Premium,488,66,10,UPI,5,35
1856,45,Female,Basic,1609,21,5,Net Banking,8,25
1857,48,Male,Basic,213,35,10,Net Banking,7,8
1858,25,Male,Basic,456,29,11,Debit Card,7,17
1859,56,Female,Premium,1921,7,11,Credit Card,8,18
1860,43,Female,Premium,1623,53,2,Net Banking,10,12
1861,51,Female,Basic,3190,37,13,UPI,3,33
1862,20,Male,Premium,1395,23,6,Net Banking,3,23
1863,67,Female,Premium,4759,8,1,Credit Card,2,12
1864,29,Male,Basic,4565,48,6,UPI,1,11
1865,18,Female,Basic,1444,10,1,Credit Card,10,13
1866,61,Female,Premium,3423,24,4,Debit Card,6,35
1867,22,Male,Basic,3670,47,6,Debit Card,6,27
1868,47,Male,Basic,4367,53,10,Credit Card,10,25
1869,47,Male,Premium,4169,39,10,UPI,8,40
1870,34,Male,Enterprise,1506,67,13,Credit Card,6,3
1871,65,Male,Premium,2321,66,2,Net Banking,6,49
1872,64,Male,Premium,2602,6,13,Net Banking,1,25
1873,40,Female,Premium,696,21,10,Credit Card,7,45
1874,32,Female,Basic,3599,36,3,Net Banking,7,10
1875,54,Male,Premium,3806,3,0,Credit Card,10,17
1876,38,Female,Basic,1109,42,2,Net Banking,9,3
1877,31,Male,Basic,572,45,8,Credit Card,7,45
1878,19,Female,Premium,4657,44,9,Net Banking,8,22
1879,28,Female,Premium,1544,33,4,UPI,4,38
1880,68,Male,Basic,523,60,14,UPI,9,14
1881,56,Male,Enterprise,2631,70,14,Net Banking,1,27
1882,55,Male,Basic,4870,26,7,Credit Card,8,42
1883,51,Female,Basic,2984,21,1,Net Banking,3,20
1884,55,Male,Basic,2593,2,2,Debit Card,1,48
1885,67,Female,Premium,4120,47,6,Debit Card,2,18
1886,51,Male,Premium,1415,30,13,Credit Card,6,13
1887,35,Female,Basic,1895,27,9,Net Banking,5,42
1888,47,Female,Premium,2107,71,3,Net Banking,3,6
1889,32,Male,Basic,980,20,8,UPI,9,10
1890,44,Female,Premium,1219,50,13,Credit Card,8,37
1891,68,Female,Basic,3465,23,6,Debit Card,3,29
1892,51,Male,Basic,1603,13,13,Debit Card,2,6
1893,69,Female,Enterprise,1626,4,10,Credit Card,8,39
1894,55,Male,Basic,863,14,11,Debit Card,5,11
1895,50,Male,Basic,2847,20,0,Credit Card,9,48
1896,41,Male,Premium,210,13,3,Debit Card,1,25
1897,32,Male,Enterprise,1238,3,9,Debit Card,10,44
1898,47,Female,Basic,3025,47,10,Credit Card,3,44
1899,59,Female,Basic,3203,3,5,Credit Card,5,30
1900,68,Female,Basic,4880,1,5,Debit Card,2,20
1901,34,Male,Premium,1275,24,9,Debit Card,3,37
1902,22,Female,Basic,3288,35,5,UPI,4,16
1903,46,Female,Premium,1989,14,4,Net Banking,4,31
1904,21,Male,Enterprise,3236,67,2,Credit Card,9,29
1905,27,Male,Basic,3853,13,1,Credit Card,1,6
1906,34,Female,Basic,3375,47,2,Net Banking,9,29
1907,27,Male,Basic,4499,50,8,UPI,9,32
1908,34,Male,Basic,1276,26,2,Debit Card,6,9
1909,37,Male,Enterprise,1173,3,2,Debit Card,1,37
1910,41,Male,Basic,2065,51,0,UPI,6,23
1911,22,Female,Basic,3325,40,1,UPI,8,16
1912,51,Male,Premium,1499,68,10,Net Banking,5,18
1913,23,Male,Basic,3606,36,11,Net Banking,5,19
1914,19,Male,Premium,1358,51,2,Debit Card,1,44
1915,30,Male,Basic,3329,1,1,UPI,1,2
1916,60,Male,Premium,304,33,7,UPI,8,10
1917,60,Male,Enterprise,3767,7,5,Debit Card,5,12
1918,65,Male,Premium,4548,52,6,Debit Card,8,46
1919,28,Male,Enterprise,4590,11,0,Debit Card,10,18
1920,68,Female,Basic,1381,27,5,Debit Card,2,19
1921,64,Male,Basic,4844,14,1,Debit Card,4,38
1922,40,Female,Premium,3338,46,12,Net Banking,10,37
1923,33,Male,Premium,4594,10,14,Debit Card,9,27
1924,48,Male,Basic,3734,24,5,UPI,3,48
1925,28,Male,Basic,4396,61,2,Credit Card,6,14
1926,33,Male,Basic,3327,18,6,Net Banking,7,45
1927,25,Female,Basic,1974,9,2,UPI,3,34
1928,21,Male,Basic,4014,17,8,Credit Card,1,2
1929,57,Male,Premium,291,58,2,Net Banking,2,44
1930,21,Female,Basic,646,13,6,Debit Card,10,33
1931,42,Female,Basic,308,50,11,Net Banking,7,19
1932,20,Male,Premium,4612,6,3,Debit Card,7,27
1933,49,Female,Premium,3439,51,7,Debit Card,1,48
1934,20,Female,Enterprise,4253,36,13,Debit Card,10,30
1935,44,Female,Premium,4737,71,1,Credit Card,7,7
1936,46,Male,Basic,1445,25,7,Net Banking,10,27
1937,49,Male,Premium,2920,11,8,Debit Card,6,21
1938,67,Male,Premium,477,44,12,UPI,6,7
1939,68,Female,Basic,3256,14,7,Net Banking,7,48
1940,36,Male,Premium,4864,29,5,UPI,7,25
1941,38,Female,Enterprise,3122,50,9,Credit Card,1,38
1942,22,Male,Basic,2713,5,0,Credit Card,10,18
1943,35,Male,Basic,1038,69,6,Net Banking,5,33
1944,45,Female,Basic,3001,57,0,Credit Card,8,33
1945,59,Male,Basic,229,26,6,Credit Card,8,32
1946,39,Female,Basic,1457,6,13,Net Banking,3,25
1947,38,Female,Premium,564,16,1,UPI,3,14
1948,23,Male,Basic,2000,60,7,Debit Card,7,38
1949,18,Female,Enterprise,1104,12,1,Net Banking,4,38
1950,22,Male,Premium,4993,3,2,Net Banking,6,4
1951,58,Male,Premium,2378,63,12,Debit Card,9,44
1952,29,Female,Premium,3050,64,11,UPI,10,18
1953,43,Male,Basic,3036,62,2,Debit Card,2,10
1954,63,Female,Basic,4646,6,0,Debit Card,2,35
1955,51,Male,Premium,379,19,4,UPI,6,35
1956,66,Male,Premium,4073,18,4,UPI,3,40
1957,31,Male,Premium,4160,43,9,Debit Card,1,23
1958,43,Male,Basic,1386,3,4,Debit Card,2,25
1959,62,Male,Enterprise,4159,38,13,Net Banking,7,1
1960,44,Female,Basic,973,68,12,UPI,4,18
1961,26,Female,Enterprise,4805,44,8,Credit Card,2,15
1962,43,Female,Enterprise,4660,63,5,UPI,8,25
1963,64,Female,Basic,552,42,5,Debit Card,4,32
1964,39,Female,Premium,4707,64,2,Debit Card,4,20
1965,64,Female,Basic,3228,54,4,Debit Card,2,17
1966,47,Male,Basic,317,71,9,Debit Card,1,11
1967,60,Male,Premium,681,37,6,Credit Card,1,13
1968,65,Female,Premium,4487,4,2,UPI,3,25
1969,34,Female,Enterprise,2837,2,1,Credit Card,6,20
1970,43,Male,Premium,306,44,4,Credit Card,7,25
1971,53,Male,Basic,4677,67,2,Debit Card,9,42
